Family,Subfamily,Genus,Species,SciName,Number,Source,Family_encode,Fam_Sample,Fam_Specie
Pieridae,Pierinae,Hesperocharis,nera,Hesperocharis nera,1320255207,USNM,65,3082,856
Nymphalidae,Limenitidinae,Neptis,jordani,Neptis jordani,1837858372,NHMUK,61,3999,1655
Hesperiidae,Hesperiinae,Cymaenes,corescene,Cymaenes corescene,1317891658,USNM,39,1463,597
Oecophoridae,Oecophorinae,Metamorpha,elissa,Metamorpha elissa,1039041683,YPM,62,70,65
Tortricidae,Olethreutinae,Epiblema,infelix,Epiblema infelix,1838885182,MISSA,84,938,802
Nymphalidae,Ithomiinae,Episcada,polita,Episcada polita,2243048584,NHMUK,61,3999,1655
Crambidae,Spilomelinae,Palpita,hypohomalia,Palpita hypohomalia,A34-20130902-213,TESRI,19,1196,693
Noctuidae,Noctuinae,Agrotis,taiwana,Agrotis taiwana,A52-20160118-002,TESRI,58,3700,2182
Hesperiidae,Hesperiinae,Hesperia,uncas,Hesperia uncas,1981440345,MISSA,39,1463,597
Geometridae,Larentiinae,Asthena,undulata,Asthena undulata,A41-20180418-086,TESRI,34,4684,3138
Noctuidae,Noctuinae,Euxoa,cursoria,Euxoa cursoria,3017417678,UTE,58,3700,2182
Tortricidae,Olethreutinae,Cydia,erotella,Cydia erotella,1848889107,MISSA,84,938,802
Gelechiidae,Anomologinae,Argolamprotes,micella,Argolamprotes micella,1585259174,MISSA,33,410,359
Saturniidae,Saturniinae,Urota,sinope,Urota sinope,1039097592,YPM,74,676,311
Lycaenidae,Theclinae,Favonius,quercus,Favonius quercus,3017503395,UTE,48,1283,600
Gelechiidae,Gelechiinae,Chionodes,munifex,Chionodes munifex,1585209405,MISSA,33,410,359
Pieridae,Pierinae,Colotis,antevippe,Colotis antevippe,1317553739,USNM,65,3082,856
Noctuidae,Acronictinae,Amphipoea,crinanensis,Amphipoea crinanensis,3003627484,TAM,58,3700,2182
Erebidae,Pericopinae,Dysschema,cerialis,Dysschema cerialis,1838865859,MISSA,27,5150,2706
Erebidae,Hypeninae,Hypena,afarensis,Hypena afarensis,1883280844,MNHN,27,5150,2706
Pieridae,Coliadinae,Leucidia,brephos,Leucidia brephos,1320224500,USNM,65,3082,856
Geometridae,Ennominae,Abaciscus,tristis,Abaciscus tristis,tristis,V24-20190413-123,34,4684,3138
Noctuidae,Noctuinae,Sesamia,nigropunctata,Sesamia nigropunctata,A41-20170921-268,TESRI,58,3700,2182
Pieridae,Pierinae,Delias,geraldina,Delias geraldina,1837858723,NHMUK,65,3082,856
Erebidae,Catocalinae,Ptichodis,vinculum,Ptichodis vinculum,2013055099,MISSA,27,5150,2706
Notodontidae,Notodontinae,Mesophalera,sigmata,Mesophalera sigmata,A34-20140826-098,TESRI,60,741,530
Tortricidae,Tortricinae,Dichelopa,messalina,Dichelopa messalina,1319720048,USNM,84,938,802
Erebidae,Erebinae,Coelophoris,lakato,Coelophoris lakato,1587260955,MNHN,27,5150,2706
Noctuidae,Noctuinae,Nonagria,typhae,Nonagria typhae,1847668285,NHMUK,58,3700,2182
Pieridae,Pierinae,Delias,biaka,Delias biaka,1320546765,USNM,65,3082,856
Nymphalidae,Charaxinae,Fountainea,nessus,Fountainea nessus,1317413412,USNM,61,3999,1655
Lycaenidae,Theclinae,Thecla,triquetra,Thecla triquetra,1039146740,YPM,48,1283,600
Nymphalidae,Ithomiinae,Mechanitis,menapis,Mechanitis menapis,1039082143,YPM,61,3999,1655
Erebidae,Calpinae,Hepatica,indentalis,Hepatica indentalis,A43-20170814-018,TESRI,27,5150,2706
Riodinidae,Riodininae,Emesis,tenedia,Emesis tenedia,1039116255,YPM,72,276,148
Erebidae,Calpinae,Pangrapta,adusta,Pangrapta adusta,V31-20170415-006,TESRI,27,5150,2706
Erebidae,Arctiinae,Eilema,celsicola,Eilema celsicola,1883279646,MNHN,27,5150,2706
Papilionidae,Papilioninae,Papilio,zelicaon,Papilio zelicaon,2432245404,CSU,64,1096,364
Hesperiidae,Pyrrhopyginae,Pyrrhopyge,hadassa,Pyrrhopyge hadassa,2432278873,CSU,39,1463,597
Erebidae,Herminiinae,Herminia,kurokoi,Herminia kurokoi,A46-20150513-013,TESRI,27,5150,2706
Hesperiidae,Hesperiinae,Poanes,viator,Poanes viator,1981439772,MISSA,39,1463,597
Nymphalidae,Limenitidinae,Euthalia,patala,Euthalia patala,1039123821,YPM,61,3999,1655
Nymphalidae,Satyrinae,Lasiommata,petropolitana,Lasiommata petropolitana,1039133406,YPM,61,3999,1655
Noctuidae,Heliothinae,Schinia,errans,Schinia errans,1897267797,MISSA,58,3700,2182
Pieridae,Pierinae,Catasticta,ludovici,Catasticta ludovici,1321852652,USNM,65,3082,856
Tortricidae,Tortricinae,Spinipogon,resthavenensis,Spinipogon resthavenensis,1318314344,USNM,84,938,802
Erebidae,Catocalinae,Safia,bilineata,Safia bilineata,2013055545,MISSA,27,5150,2706
Pieridae,Pierinae,Anthocharis,sara,Anthocharis sara,2432284181,CSU,65,3082,856
Pieridae,Coliadinae,Colias,flaveola,Colias flaveola,1322623355,USNM,65,3082,856
Hesperiidae,Coeliadinae,Coeliades,libeon,Coeliades libeon,1039191228,YPM,39,1463,597
Erebidae,Herminiinae,Idia,diminuendis,Idia diminuendis,2432346889,CSU,27,5150,2706
Erebidae,Pericopinae,Hyalurga,fenestra,Hyalurga fenestra,1838881332,MISSA,27,5150,2706
Crambidae,Nymphulinae,Neocataclysta,magnificalis,Neocataclysta magnificalis,1585268220,MISSA,19,1196,693
Sphingidae,Macroglossinae,Enyo,gorgon,Enyo gorgon,1882416271,NHMUK,79,641,398
Saturniidae,Hemileucinae,Ormiscodes,cinnamomea,Ormiscodes cinnamomea,1039096756,YPM,74,676,311
Pyralidae,Chrysauginae,Caphys,arizonensis,Caphys arizonensis,1838848088,MISSA,71,530,347
Geometridae,Larentiinae,Eois,lunulosa,Eois lunulosa,duplicilinea,V02-20130603-037,34,4684,3138
Notodontidae,Pygaerinae,Clostera,anachoreta,Clostera anachoreta,1825841355,NHMUK,60,741,530
Geometridae,Ennominae,Catoria,sublavaria,Catoria sublavaria,1836107191,NHMUK,34,4684,3138
Noctuidae,Acontiinae,Maliattha,bernica,Maliattha bernica,1570703414,MNHN,58,3700,2182
Noctuidae,Noctuinae,Oligia,fasciuncula,Oligia fasciuncula,3003610352,TAM,58,3700,2182
Eupterotidae,Eupterotinae,Phyllalia,concolor,Phyllalia concolor,2446371948,NHMUK,30,32,22
Sesiidae,Sesiinae,Alcathoe,carolinensis,Alcathoe carolinensis,1932661748,MSU,78,114,89
Lycaenidae,Polyommatinae,Philotes,sonorensis,Philotes sonorensis,1039070357,YPM,48,1283,600
Lycaenidae,Polyommatinae,Lampides,boeticus,Lampides boeticus,3003657485,TAM,48,1283,600
Papilionidae,Papilioninae,Ornithoptera,priamus,Ornithoptera priamus,1318040878,USNM,64,1096,364
Pieridae,Coliadinae,Eurema,sarilata,Eurema sarilata,1318674157,USNM,65,3082,856
Uraniidae,Epipleminae,Dysaethria,fulvihamata,Dysaethria fulvihamata,A35-20160307-202,TESRI,85,70,27
Erebidae,Arctiinae,Katha,magnata,Katha magnata,magnata,A41-20170921-141,27,5150,2706
Pieridae,Pierinae,Belenois,theora,Belenois theora,1039157478,YPM,65,3082,856
Hesperiidae,Hesperiinae,Hesperia,dacotae,Hesperia dacotae,1039040474,YPM,39,1463,597
Erebidae,Arctiinae,Eilema,postimaculosa,Eilema postimaculosa,A43-20150408-011,TESRI,27,5150,2706
Tortricidae,Olethreutinae,Pelochrista,lynxana,Pelochrista lynxana,1585220342,MISSA,84,938,802
Tortricidae,Olethreutinae,Catoptria,latiradiellus,Catoptria latiradiellus,1932681978,MSU,84,938,802
Nymphalidae,Nymphalinae,Junonia,evarete,Junonia evarete,1099835644,YPM,61,3999,1655
Pieridae,Pierinae,Delias,timorensis,Delias timorensis,1837858809,NHMUK,65,3082,856
Pieridae,Pierinae,Delias,microsticha,Delias microsticha,1837858634,NHMUK,65,3082,856
Geometridae,Geometrinae,Dysphania,discalis,Dysphania discalis,1826442627,NHMUK,34,4684,3138
Erebidae,Lymantriinae,Dasychira,perissa,Dasychira perissa,1913644718,MNHN,27,5150,2706
Pieridae,Pierinae,Delias,gilliardi,Delias gilliardi,1319689689,USNM,65,3082,856
Saturniidae,Hemileucinae,Cerodirphia,opis,Cerodirphia opis,1882416323,NHMUK,74,676,311
Erebidae,Ctenuchinae,Leucotmemis,simillima,Leucotmemis simillima,1883280244,MNHN,27,5150,2706
Noctuidae,Noctuinae,Papaipema,harrisii,Papaipema harrisii,2432339367,CSU,58,3700,2182
Erebidae,Ctenuchinae,Hyaleucerea,chapmani,Hyaleucerea chapmani,1321710930,USNM,27,5150,2706
Geometridae,Ennominae,Phthonandria,atrilineata,Phthonandria atrilineata,cuneilinearia,A35-20180906-002,34,4684,3138
Lycaenidae,Polyommatinae,Glaucopsyche,alexis,Glaucopsyche alexis,1291230962,NHMUK,48,1283,600
Nymphalidae,Satyrinae,Melanargia,occitanica,Melanargia occitanica,1039068346,YPM,61,3999,1655
Tineidae,Myrmecozelinae,Tineovertex,melanochrysa,Tineovertex melanochrysa,A32-20120222-096,TESRI,82,102,85
Oecophoridae,Oecophorinae,Durrantia,piperatella,Durrantia piperatella,1585224989,MISSA,62,70,65
Noctuidae,Noctuinae,Hecatera,analis,Hecatera analis,1320845162,USNM,58,3700,2182
Geometridae,Ennominae,Ira,albirenata,Ira albirenata,1318176503,USNM,34,4684,3138
Pieridae,Dismorphiinae,Dismorphia,thermesia,Dismorphia thermesia,1318295577,USNM,65,3082,856
Geometridae,Ennominae,Hypomecis,orizabaria,Hypomecis orizabaria,1318738756,USNM,34,4684,3138
Geometridae,Ennominae,Blepharoctenucha,virescens,Blepharoctenucha virescens,kawabei,A38-20130416-031,34,4684,3138
Erebidae,Herminiinae,Hypenula,cacuminalis,Hypenula cacuminalis,1946088300,MISSA,27,5150,2706
Tineidae,Tineinae,Ceratophaga,vicinella,Ceratophaga vicinella,1585241617,MISSA,82,102,85
Tortricidae,Olethreutinae,Cydia,latiferreana,Cydia latiferreana,1846474445,MISSA,84,938,802
Nymphalidae,Charaxinae,Charaxes,zoolina,Charaxes zoolina,1039051218,YPM,61,3999,1655
Erebidae,Arctiinae,Eilema,pallidicosta,Eilema pallidicosta,1883280279,MNHN,27,5150,2706
Geometridae,Sterrhinae,Idaea,flavicincta,Idaea flavicincta,1319667209,USNM,34,4684,3138
Tortricidae,Olethreutinae,Epinotia,johnsonana,Epinotia johnsonana,1846473071,MISSA,84,938,802
Nymphalidae,Morphinae,Opsiphanes,invirae,Opsiphanes invirae,1039142557,YPM,61,3999,1655
Nymphalidae,Danainae,Danaus,cleophile,Danaus cleophile,1039190736,YPM,61,3999,1655
Erebidae,Arctiinae,Fodinoidea,pulchra,Fodinoidea pulchra,1883279668,MNHN,27,5150,2706
Geometridae,Ennominae,Plagodis,dolabraria,Plagodis dolabraria,3017390716,UTE,34,4684,3138
Nymphalidae,Satyrinae,Maniola,jurtina,Maniola jurtina,3003615061,TAM,61,3999,1655
Geometridae,Ennominae,Fascellina,plagiata,Fascellina plagiata,1836100757,NHMUK,34,4684,3138
Notodontidae,Heterocampinae,Rifargia,morula,Rifargia morula,1318810200,USNM,60,741,530
Erebidae,Erebinae,Marcipopsis,niobe,Marcipopsis niobe,1587261184,MNHN,27,5150,2706
Geometridae,Sterrhinae,Idaea,dilutaria,Idaea dilutaria,3003649830,TAM,34,4684,3138
Geometridae,Larentiinae,Rhinura,obscurior,Rhinura obscurior,1318882802,USNM,34,4684,3138
Pieridae,Pierinae,Cepora,boisduvaliana,Cepora boisduvaliana,1319857420,USNM,65,3082,856
Erebidae,Arctiinae,Opharus,belus,Opharus belus,1838866803,MISSA,27,5150,2706
Lycaenidae,Lycaeninae,Epidemia,dospassosi,Epidemia dospassosi,1039054438,YPM,48,1283,600
Saturniidae,Arsenurinae,Caio,romulus,Caio romulus,1039184372,YPM,74,676,311
Erebidae,Lithosiinae,Novosia,herbuloti,Novosia herbuloti,1883279463,MNHN,27,5150,2706
Geometridae,Ennominae,Sangala,alcera,Sangala alcera,1039153830,YPM,34,4684,3138
Notodontidae,Notodontinae,Lophontosia,fusca,Lophontosia fusca,A76-20190409-158,TESRI,60,741,530
Euteliidae,Euteliinae,Eutelia,ablatrix,Eutelia ablatrix,2234824776,MISSA,31,97,53
Nymphalidae,Heliconiinae,Acraea,excelsior,Acraea excelsior,1039169429,YPM,61,3999,1655
Crambidae,Evergestinae,Cornifrons,ulceratalis,Cornifrons ulceratalis,2366168717,NHMUK,19,1196,693
Sphingidae,Macroglossinae,Rhagastis,velata,Rhagastis velata,V11-20130907-083,TESRI,79,641,398
Tortricidae,Olethreutinae,Endothenia,nubilana,Endothenia nubilana,1585235526,MISSA,84,938,802
Noctuidae,Heliothinae,Helicoverpa,punctigera,Helicoverpa punctigera,1883749795,MISSA,58,3700,2182
Hesperiidae,Hesperiinae,Panca,moseri,Panca moseri,2236804021,NHMUK,39,1463,597
Pieridae,Pierinae,Aoa,affinis,Aoa affinis,1039091169,YPM,65,3082,856
Lycaenidae,Theclinae,Arhopala,hercules,Arhopala hercules,1039138500,YPM,48,1283,600
Sphingidae,Smerinthinae,Leucophlebia,lineata,Leucophlebia lineata,V01-20130629-021,TESRI,79,641,398
Erebidae,Arctiinae,Amastus,reticulatus,Amastus reticulatus,1883279903,MNHN,27,5150,2706
Geometridae,Ennominae,Sabulodes,nivisparsa,Sabulodes nivisparsa,1317881414,USNM,34,4684,3138
Nymphalidae,Satyrinae,Melanargia,ines,Melanargia ines,1039112785,YPM,61,3999,1655
Noctuidae,Noctuinae,Cardepia,sociabilis,Cardepia sociabilis,1883280539,MNHN,58,3700,2182
Pieridae,Coliadinae,Eurema,daira,Eurema daira,2432279213,CSU,65,3082,856
Sphingidae,Macroglossinae,Hippotion,rosetta,Hippotion rosetta,2560704257,UHIM,79,641,398
Notodontidae,Notodontinae,Rachiades,lichenicolor,Rachiades lichenicolor,albimaculata,A76-20190604-111,60,741,530
Lycaenidae,Theclinae,Virachola,dohertyi,Virachola dohertyi,1039178175,YPM,48,1283,600
Drepanidae,Thyatirinae,Thyatira,batis,Thyatira batis,1825805539,NHMUK,21,318,131
Lycaenidae,Theclinae,Thecla,mulucha,Thecla mulucha,1039198661,YPM,48,1283,600
Lycaenidae,Lycaeninae,Epidemia,dospassosi,Epidemia dospassosi,1039054438,YPM,48,1283,600
Tortricidae,Tortricinae,Sparganothis,pulcherrimana,Sparganothis pulcherrimana,1585235645,MISSA,84,938,802
Tortricidae,Tortricinae,Epagoge,tsugae,Epagoge tsugae,1318634670,USNM,84,938,802
Hesperiidae,Hesperiinae,Cymaenes,tripunctata,Cymaenes tripunctata,2301952508,YPM,39,1463,597
Erebidae,Erebinae,Chalciope,mygdon,Chalciope mygdon,A74-20190130-004,TESRI,27,5150,2706
Pieridae,Coliadinae,Zerene,eurydice,Zerene eurydice,1039081502,YPM,65,3082,856
Notodontidae,Notodontinae,Syntypistis,subgeneris,Syntypistis subgeneris,subgeneris,A37-20150213-035,60,741,530
Erebidae,Erebinae,Catocala,vidua,Catocala vidua,1946089421,MISSA,27,5150,2706
Choreutidae,Choreutinae,Choreutis,xanthogramma,Choreutis xanthogramma,A35-20151209-100,TESRI,15,31,20
Sesiidae,Sesiinae,Synanthedon,rubrofascia,Synanthedon rubrofascia,1932664245,MSU,78,114,89
Geometridae,Ennominae,Jankowskia,taiwanensis,Jankowskia taiwanensis,V24-20161105-058,TESRI,34,4684,3138
Geometridae,Ennominae,Heterolocha,coccinea,Heterolocha coccinea,A52-20160704-151,TESRI,34,4684,3138
Pyralidae,Phycitinae,Elegia,similella,Elegia similella,2006024680,NHMUK,71,530,347
Lycaenidae,Polyommatinae,Jamides,malaccanus,Jamides malaccanus,1039128067,YPM,48,1283,600
Notodontidae,Unassigned,Marthula,minna,Marthula minna,1317311251,USNM,60,741,530
Geometridae,Ennominae,Speranza,exauspicata,Speranza exauspicata,1932765357,MSU,34,4684,3138
Depressariidae,Depressariinae,Agonopterix,alstromeriana,Agonopterix alstromeriana,3003603825,TAM,20,29,29
Nymphalidae,Charaxinae,Charaxes,petersi,Charaxes petersi,1039186013,YPM,61,3999,1655
Sphingidae,Sphinginae,Paratrea,plebeja,Paratrea plebeja,1585246621,MISSA,79,641,398
Erebidae,Arctiinae,Conilepia,nigricosta,Conilepia nigricosta,paiwan,A35-20130805-118,27,5150,2706
Sphingidae,Macroglossinae,Rhagastis,castor,Rhagastis castor,formosana,A35-20141116-267,79,641,398
Sesiidae,Sesiinae,Synanthedon,rileyana,Synanthedon rileyana,1932663155,MSU,78,114,89
Erebidae,Erebinae,Bastilla,arcuata,Bastilla arcuata,V31-20170909-009,TESRI,27,5150,2706
Crambidae,Pyraustinae,Isocentris,filalis,Isocentris filalis,V32-20170916-142,TESRI,19,1196,693
Noctuidae,Condicinae,Caradrina,morpheus,Caradrina morpheus,3003624640,TAM,58,3700,2182
Lecithoceridae,Unassigned,Nosphistica,bisinuata,Nosphistica bisinuata,A55-20160614-087,TESRI,45,28,11
Hesperiidae,Hesperiinae,Panoquina,evadnes,Panoquina evadnes,2432264136,CSU,39,1463,597
Pieridae,Pierinae,Euchloe,olympia,Euchloe olympia,1320286619,USNM,65,3082,856
Noctuidae,Eustrotiinae,Hydrelia,bicauliata,Hydrelia bicauliata,A38-20140206-034,TESRI,58,3700,2182
Adelidae,Adelinae,Adela,caeruleella,Adela caeruleella,1585247626,MISSA,1,33,22
Geometridae,Geometrinae,Agathia,visenda,Agathia visenda,curvifiniens,A37-20131016-058,34,4684,3138
Drepanidae,Drepaninae,Deroca,hidda,Deroca hidda,ampla,A60-20170220-002,21,318,131
Pieridae,Coliadinae,Colias,erschoffi,Colias erschoffi,1317756512,USNM,65,3082,856
Erebidae,Erebinae,Bastilla,acuta,Bastilla acuta,acuta,V37-20181112-004,27,5150,2706
Geometridae,Ennominae,Euclysia,maurusaria,Euclysia maurusaria,1320054203,USNM,34,4684,3138
Nymphalidae,Charaxinae,Memphis,beatrix,Memphis beatrix,1319325502,USNM,61,3999,1655
Nymphalidae,Morphinae,Eryphanis,reevesii,Eryphanis reevesii,1039082039,YPM,61,3999,1655
Noctuidae,Eustrotiinae,Strotihypera,macroplaga,Strotihypera macroplaga,A38-20140206-083,TESRI,58,3700,2182
Notodontidae,Unassigned,Lobeza,abdjesa,Lobeza abdjesa,1317722720,USNM,60,741,530
Pieridae,Pierinae,Catasticta,lanceolata,Catasticta lanceolata,1318235037,USNM,65,3082,856
Pieridae,Coliadinae,Eurema,candida,Eurema candida,1321490922,USNM,65,3082,856
Geometridae,Orthostixinae,Naxa,textilis,Naxa textilis,V03-20130510-184,TESRI,34,4684,3138
Erebidae,Arctiinae,Idalus,veneta,Idalus veneta,1838881599,MISSA,27,5150,2706
Nymphalidae,Ithomiinae,Placidina,euryanassa,Placidina euryanassa,1039102018,YPM,61,3999,1655
Hesperiidae,Pyrrhopyginae,Pyrrhopyge,araxes,Pyrrhopyge araxes,1838853820,MISSA,39,1463,597
Oecophoridae,Depressariinae,Depressaria,olerella,Depressaria olerella,3003608829,TAM,62,70,65
Papilionidae,Papilioninae,Papilio,nephelus,Papilio nephelus,1039110422,YPM,64,1096,364
Erebidae,Herminiinae,Progonia,minor,Progonia minor,1990804985,MNHN,27,5150,2706
Nymphalidae,Danainae,Euploea,swainson,Euploea swainson,1039169739,YPM,61,3999,1655
Nymphalidae,Charaxinae,Memphis,artacaena,Memphis artacaena,1318752761,USNM,61,3999,1655
Nolidae,Nolinae,Meganola,mediofusca,Meganola mediofusca,A48-20160705-240,TESRI,59,318,153
Pieridae,Pierinae,Colotis,evagore,Colotis evagore,1320241313,USNM,65,3082,856
Erebidae,Arctiinae,Grammia,ornata,Grammia ornata,2432251722,CSU,27,5150,2706
Pieridae,Pierinae,Catasticta,poujadei,Catasticta poujadei,1322975523,USNM,65,3082,856
Noctuidae,Noctuinae,Apamea,lutosa,Apamea lutosa,2268760280,MISSA,58,3700,2182
Pieridae,Pierinae,Euchloe,creusa,Euchloe creusa,1322342543,USNM,65,3082,856
Erebidae,Erebinae,Catocala,remissa,Catocala remissa,1039153110,YPM,27,5150,2706
Hesperiidae,Pyrrhopyginae,Oxynetra,semihyalina,Oxynetra semihyalina,1039191421,YPM,39,1463,597
Nymphalidae,Limenitidinae,Adelpha,malea,Adelpha malea,1039110864,YPM,61,3999,1655
Pieridae,Dismorphiinae,Dismorphia,zaela,Dismorphia zaela,1321004193,USNM,65,3082,856
Nymphalidae,Limenitidinae,Cymothoe,haynae,Cymothoe haynae,1039113380,YPM,61,3999,1655
Pieridae,Pierinae,Delias,hyparete,Delias hyparete,1317536336,USNM,65,3082,856
Depressariidae,Depressariinae,Agonopterix,pulvipennella,Agonopterix pulvipennella,1585260943,MISSA,20,29,29
Erebidae,Aventiinae,Arasada,ornata,Arasada ornata,V24-20190316-033,TESRI,27,5150,2706
Nymphalidae,Heliconiinae,Cethosia,myrina,Cethosia myrina,1039162412,YPM,61,3999,1655
Hesperiidae,Pyrrhopyginae,Pyrrhopyge,arinas,Pyrrhopyge arinas,1039091486,YPM,39,1463,597
Geometridae,Ennominae,Blepharoctenucha,virescens,Blepharoctenucha virescens,kawabei,A47-20150318-041,34,4684,3138
Erebidae,Ctenuchinae,Uranophora,walkeri,Uranophora walkeri,1838885863,MISSA,27,5150,2706
Geometridae,Larentiinae,Psaliodes,damophila,Psaliodes damophila,1321784875,USNM,34,4684,3138
Geometridae,Ennominae,Glaucina,interruptaria,Glaucina interruptaria,2432330080,CSU,34,4684,3138
Nolidae,Chloephorinae,Gigantoceras,villiersi,Gigantoceras villiersi,1671692073,MNHN,59,318,153
Geometridae,Larentiinae,Dysstroma,truncata,Dysstroma truncata,1825818009,NHMUK,34,4684,3138
Nymphalidae,Biblidinae,Myscelia,cyaniris,Myscelia cyaniris,1039145494,YPM,61,3999,1655
Noctuidae,Acontiinae,Micardia,terracottoides,Micardia terracottoides,1426045783,MNHN,58,3700,2182
Crambidae,Odontiinae,Cynaeda,dentalis,Cynaeda dentalis,2252424399,NHMUK,19,1196,693
Drepanidae,Drepaninae,Phalacra,strigata,Phalacra strigata,insulicola,A41-20181225-052,21,318,131
Pieridae,Pierinae,Euchloe,ausonia,Euchloe ausonia,1039191081,YPM,65,3082,856
Geometridae,Ennominae,Neoterpes,graefiaria,Neoterpes graefiaria,2432327677,CSU,34,4684,3138
Noctuidae,Noctuinae,Diarsia,formosensis,Diarsia formosensis,A34-20140428-019,TESRI,58,3700,2182
Noctuidae,Acronictinae,Acronicta,albistigma,Acronicta albistigma,A61-20190226-208,TESRI,58,3700,2182
Pieridae,Pierinae,Delias,bornemanni,Delias bornemanni,1837858610,NHMUK,65,3082,856
Nymphalidae,Charaxinae,Charaxes,lasti,Charaxes lasti,1039194193,YPM,61,3999,1655
Mimallonidae,Unassigned,Roelofa,maricia,Roelofa maricia,1826442180,NHMUK,54,48,44
Lycaenidae,Poritiinae,Alaena,picata,Alaena picata,1039065578,YPM,48,1283,600
Erebidae,Lymantriinae,Volana,cyclota,Volana cyclota,1913644800,MNHN,27,5150,2706
Erebidae,Erebinae,Phaeoblemma,pascoana,Phaeoblemma pascoana,1990804976,MNHN,27,5150,2706
Pieridae,Pierinae,Pereute,swainsoni,Pereute swainsoni,1319367892,USNM,65,3082,856
Tortricidae,Tortricinae,Tortrix,semicirculana,Tortrix semicirculana,1318689994,USNM,84,938,802
Nymphalidae,Danainae,Euploea,sylvester,Euploea sylvester,1039032404,YPM,61,3999,1655
Pyralidae,Chrysauginae,Arta,epicoenalis,Arta epicoenalis,1838846471,MISSA,71,530,347
Nymphalidae,Charaxinae,Charaxes,aristogiton,Charaxes aristogiton,1039112560,YPM,61,3999,1655
Pieridae,Pierinae,Delias,melusina,Delias melusina,1317860687,USNM,65,3082,856
Geometridae,Larentiinae,Xanthorhoe,ferrugata,Xanthorhoe ferrugata,3003615029,TAM,34,4684,3138
Geometridae,Ennominae,Deileptenia,argillacearia,Deileptenia argillacearia,A45-20141118-008,TESRI,34,4684,3138
Erebidae,Arctiinae,Bertholdia,trigona,Bertholdia trigona,2432256564,CSU,27,5150,2706
Noctuidae,Noctuinae,Pygopteryx,fulva,Pygopteryx fulva,V37-20181008-066,TESRI,58,3700,2182
Roeslerstammiidae,Unassigned,Telethera,blepharacma,Telethera blepharacma,A58-20171125-072,TESRI,73,5,3
Crambidae,Crambinae,Chilo,phragmitella,Chilo phragmitella,2252439862,NHMUK,19,1196,693
Crambidae,Spilomelinae,Agrotera,leucostola,Agrotera leucostola,A46-20160705-144,TESRI,19,1196,693
Pieridae,Coliadinae,Colias,aurorina,Colias aurorina,1322559936,USNM,65,3082,856
Geometridae,Oenochrominae,Sarcinodes,mongaku,Sarcinodes mongaku,V24-20160409-034,TESRI,34,4684,3138
Nymphalidae,Heliconiinae,Argynnis,paphia,Argynnis paphia,3003625247,TAM,61,3999,1655
Nymphalidae,Satyrinae,Chazara,briseis,Chazara briseis,1039149093,YPM,61,3999,1655
Nymphalidae,Charaxinae,Charaxes,eurialus,Charaxes eurialus,1317761561,USNM,61,3999,1655
Erebidae,Lymantriinae,Gallienica,candida,Gallienica candida,1913644861,MNHN,27,5150,2706
Lycaenidae,Theclinae,Satyrium,caryaevorus,Satyrium caryaevorus,1039119201,YPM,48,1283,600
