,Taxon,Sex,Name,Suborder,Family,Species
2787,Macroheterocera|Erebidae|Herminiinae|Paracolax geometroides,Female,Paracolax geometroides_female_01_TFRI_800px,Macroheterocera,Erebidae,Paracolax geometroides
2788,Macroheterocera|Erebidae|Herminiinae|Paracolax geometroides,Female,Paracolax geometroides_female_Okinawa_NSMT_800,Macroheterocera,Erebidae,Paracolax geometroides
2789,Macroheterocera|Erebidae|Herminiinae|Paracolax geometroides,Male,Paracolax geometroides_HT_male_Shouka_13-XII-2012_01_TFRI_800px,Macroheterocera,Erebidae,Paracolax geometroides
2790,Macroheterocera|Erebidae|Herminiinae|Paracolax geometroides,Male,Paracolax geometroides_male_HT_TFRI_800px,Macroheterocera,Erebidae,Paracolax geometroides
2791,Macroheterocera|Erebidae|Herminiinae|Paracolax guanwuensis,Male,Paracolax guanwuensis_male_HT_TFRI_800px,Macroheterocera,Erebidae,Paracolax guanwuensis
2792,Macroheterocera|Erebidae|Herminiinae|Paracolax guanwuensis,Male,Paracolax guanwuensis_male_PT_NSMT2016_01,Macroheterocera,Erebidae,Paracolax guanwuensis
2793,Macroheterocera|Erebidae|Herminiinae|Paracolax pryeri,Female,Paracolax pryeri_female_Sikanshui_27-XI-2017_SWu&WCChang,Macroheterocera,Erebidae,Paracolax pryeri
2794,Macroheterocera|Erebidae|Herminiinae|Paracolax pryeri,Female,Paracolax pryeri_female_TFRI_800px,Macroheterocera,Erebidae,Paracolax pryeri
2795,Macroheterocera|Erebidae|Herminiinae|Paracolax pryeri,Male,Paracolax pryeri_male_NSMT2016_01,Macroheterocera,Erebidae,Paracolax pryeri
2796,Macroheterocera|Erebidae|Herminiinae|Paracolax pryeri,Male,Paracolax pryeri_male_TFRI_800px,Macroheterocera,Erebidae,Paracolax pryeri
2797,Macroheterocera|Erebidae|Herminiinae|Paracolax sugii,Female,Paracolax sugii_female_Guanwu_17-VII-2015_SWu_03_1,Macroheterocera,Erebidae,Paracolax sugii
2798,Macroheterocera|Erebidae|Herminiinae|Paracolax sugii,Female,Paracolax sugii_female_TFRI_800px,Macroheterocera,Erebidae,Paracolax sugii
2799,Macroheterocera|Erebidae|Herminiinae|Paracolax sugii,Male,Paracolax sugii_male_Guanwu_17-VII-2015_SWu_02_1,Macroheterocera,Erebidae,Paracolax sugii
2800,Macroheterocera|Erebidae|Herminiinae|Paracolax sugii,Male,Paracolax sugii_male_TFRI_800px,Macroheterocera,Erebidae,Paracolax sugii
2801,Macroheterocera|Erebidae|Herminiinae|Paracolax sugii,Male,Paracolax sugii_PCCU_IV_2013_TFRI_800px,Macroheterocera,Erebidae,Paracolax sugii
2802,Macroheterocera|Nolidae|Paracrama angulata,Male,Paracrama angulata_male_Henawan_10-XI-2018_SWu_TFRI-29_800,Macroheterocera,Nolidae,Paracrama angulata
2803,Microlepidoptera|Crambidae|Paracymoriza cataclystalis,Female,Paracymoriza cataclystalis 麗紋地棲水螟蛾_18mm_female_ESRI_1,Microlepidoptera,Crambidae,Paracymoriza cataclystalis
2804,Macroheterocera|Geometridae|Ennominae|Paradarisa chloauges chloauges,Male,Paradarisa chloauges_male_FBG_10-IV-2015_SWu&WCChang_11_1,Macroheterocera,Geometridae,Paradarisa chloauges chloauges
2805,Macroheterocera|Geometridae|Ennominae|Paradarisa chloauges chloauges,Male,Paradarisa chloauges_male_Mingchi_28-II-2016-10_TGLai,Macroheterocera,Geometridae,Paradarisa chloauges chloauges
2806,Macroheterocera|Geometridae|Ennominae|Paradarisa chloauges chloauges,Male,Paradarisa chloauges_male_Tianwan_29-VII-2014_06_1_800,Macroheterocera,Geometridae,Paradarisa chloauges chloauges
2807,Macroheterocera|Geometridae|Ennominae|Paradarisa comparataria rantaizanensis,Male,Paradarisa comparataria_male_800,Macroheterocera,Geometridae,Paradarisa comparataria rantaizanensis
2808,Macroheterocera|Geometridae|Ennominae|Paradarisa hehuana,Female,Paradarisa hehuana_female_Xicun_9-II-2019_CHMa_15_ed,Macroheterocera,Geometridae,Paradarisa hehuana
2809,Macroheterocera|Geometridae|Ennominae|Paradarisa hehuana,Male,Paradarisa hehuana_male_Tayuling_2560_16-Iv-2013_TFRI160988_dissected_800,Macroheterocera,Geometridae,Paradarisa hehuana
2810,Macroheterocera|Uraniidae|Paradecetia insulana,Female,Paradecetia insulana_female_Wangxiang_TYHsieh_20150204_01_2400px,Macroheterocera,Uraniidae,Paradecetia insulana
2811,Macroheterocera|Uraniidae|Paradecetia insulana,Male,Paradecetia insulana_male_Wangxiang_TYHsieh_20150204_01_2400px,Macroheterocera,Uraniidae,Paradecetia insulana
2812,Macroheterocera|Noctuidae|Xyleninae|Paradiopa postfusca,Male,"Paradiopa postfusca (Hampson, 1893)_male_Neihu_800",Macroheterocera,Noctuidae,Paradiopa postfusca
2813,Macroheterocera|Lasiocampidae|Paradoxopla sinuata taiwana,Female,Paradoxopla sinuata taiwana LCShih_ESG9646-55 combine,Macroheterocera,Lasiocampidae,Paradoxopla sinuata taiwana
2814,Microlepidoptera|Micropterigidae|Paramartyria anmashana,Male,Paramartyria anmashana_DSJ3688-90 combine,Microlepidoptera,Micropterigidae,Paramartyria anmashana
2815,Macroheterocera|Geometridae|Geometrinae|Paramaxates taiwana,Female,Paramaxates taiwana_male_Yulao_20140603-26_CGLai_800,Macroheterocera,Geometridae,Paramaxates taiwana
2816,Macroheterocera|Geometridae|Geometrinae|Paramaxates vagata,Female,Paramaxates vagata_female_TFRI149514_01_1800,Macroheterocera,Geometridae,Paramaxates vagata
2817,Macroheterocera|Geometridae|Geometrinae|Paramaxates vagata,Male,Paramaxates vagata_male_TFRI144392_01_800,Macroheterocera,Geometridae,Paramaxates vagata
2818,Macroheterocera|Geometridae|Geometrinae|Paramaxates vagata,Male,Paramaxates vagata_male_TFRI207003_01_dissected20190911_800,Macroheterocera,Geometridae,Paramaxates vagata
2819,Microlepidoptera|Brachodidae|Nigilgia limata,Male,Paranigilgia busii_male_KeelungIsland_6-X-2019_SWu,Microlepidoptera,Brachodidae,Nigilgia limata
2820,Microlepidoptera|Sesiidae|Paranthrenella dortmundi,Male,"Paranthrenella dortmundi Liang & Hsu, 2015_HT_male_01_800px",Microlepidoptera,Sesiidae,Paranthrenella dortmundi
2821,Microlepidoptera|Sesiidae|Paranthrenella dortmundi,Female,"Paranthrenella dortmundi Liang & Hsu, 2015_PT_female_01_800px",Microlepidoptera,Sesiidae,Paranthrenella dortmundi
2822,Microlepidoptera|Sesiidae|Paranthrenella formosicola,Female,"Paranthrenella formosicola (Strand, 1916)_female_01_800px",Microlepidoptera,Sesiidae,Paranthrenella formosicola
2823,Microlepidoptera|Sesiidae|Paranthrenella formosicola,Male,"Paranthrenella formosicola (Strand, 1916)_male_01_800px",Microlepidoptera,Sesiidae,Paranthrenella formosicola
2824,Microlepidoptera|Sesiidae|Paranthrenella helvola,,"Paranthrenella helvola Liang & Hsu, 2019_female_PT_NTNU_1",Microlepidoptera,Sesiidae,Paranthrenella helvola
2825,Microlepidoptera|Sesiidae|Paranthrenella helvola,,"Paranthrenella helvola Liang & Hsu, 2019_male_HT_NHMUK_1_dissected",Microlepidoptera,Sesiidae,Paranthrenella helvola
2826,Microlepidoptera|Sesiidae|Paranthrenella weiyui,Male,"Paranthrenella weiyui Liang & Hsu, 2015_HT_male_01_800px",Microlepidoptera,Sesiidae,Paranthrenella weiyui
2827,Microlepidoptera|Limacodidae|Caiella martini,Female,Parasa martini_female_Guanwu_800px,Microlepidoptera,Limacodidae,Caiella martini
2828,Microlepidoptera|Limacodidae|Caiella martini,Male,Parasa martini_mlae_Taiwan_NSMT_800px,Microlepidoptera,Limacodidae,Caiella martini
2829,Microlepidoptera|Limacodidae|Caiella pygmy,Female,Parasa pygmy_female-01,Microlepidoptera,Limacodidae,Caiella pygmy
2830,Microlepidoptera|Limacodidae|Caiella pygmy,Male,Parasa pygmy_male_Guanwu_800px,Microlepidoptera,Limacodidae,Caiella pygmy
2831,Microlepidoptera|Limacodidae|Parasa consocia,Male,Parasa tesselata_male_Sindian_800px,Microlepidoptera,Limacodidae,Parasa consocia
2832,Microlepidoptera|Limacodidae|Caiella viridiflamma,Male,"Parasa viridiflamma Wu & Chang, 2013_male_PT_NSMT_800px",Microlepidoptera,Limacodidae,Caiella viridiflamma
2833,Microlepidoptera|Limacodidae|Caiella viridiflamma,Female,Parasa viridiflamma Wu &Chang sp nov_female_PT_Taiwan_NSMT_01,Microlepidoptera,Limacodidae,Caiella viridiflamma
2834,Microlepidoptera|Crambidae|Parbattia arisana,Male,"Parbattia arisana Munroe & Mutuura, 1971_Guanwu_17-VI-2015_SWu&WCChang_39_1",Microlepidoptera,Crambidae,Parbattia arisana
2835,Macroheterocera|Geometridae|Ennominae|Pareclipsis serrulata,Male,Pareclipsis serrulata_male,Macroheterocera,Geometridae,Pareclipsis serrulata
2836,Macroheterocera|Geometridae|Ennominae|Pareclipsis serrulata,Male,Pareclipsis serrulata_male_Taimali_26-II-2014_YCLin_006,Macroheterocera,Geometridae,Pareclipsis serrulata
2837,Macroheterocera|Geometridae|Ennominae|Parectropis nigrosparsa,Male,Parectropis nigrosparsa_male_077_mana,Macroheterocera,Geometridae,Parectropis nigrosparsa
2838,Macroheterocera|Geometridae|Ennominae|Parectropis subflava,Male,Parectropis subflava_male_Fushan_2-XII-2010_SWu-01,Macroheterocera,Geometridae,Parectropis subflava
2839,Macroheterocera|Geometridae|Ennominae|Parobeidia gigantearia marginifascia,Female,Parobeidia gigantearia marginifascia_female_Yulao_18-VII-2015_TGLai_001,Macroheterocera,Geometridae,Parobeidia gigantearia marginifascia
2840,Macroheterocera|Erebidae|Boletobiinae|Parolulis renalis,Female,Parolulis renalis_female_Fengnan_17-XI-2015_SWu_04_1,Macroheterocera,Erebidae,Parolulis renalis
2841,Macroheterocera|Erebidae|Boletobiinae|Parolulis renalis,Male,Parolulis renalis_male_MOH,Macroheterocera,Erebidae,Parolulis renalis
2842,Macroheterocera|Geometridae|Larentiinae|Pasiphila palpata,Male,Pasiphila palpata_male_NSMT2015_137_1_800,Macroheterocera,Geometridae,Pasiphila palpata
2843,Macroheterocera|Geometridae|Larentiinae|Pasiphila palpata,Male,Pasiphila palpata_male_NSMT2015_139_1_800,Macroheterocera,Geometridae,Pasiphila palpata
2844,Microlepidoptera|Crambidae|Patania balteata,Male,Patania balteata 枇杷扇野螟蛾_30mm_male_ESRI_1,Microlepidoptera,Crambidae,Patania balteata
2845,Microlepidoptera|Crambidae|Patania costalis,Male,Patania costalis 橙緣扇野螟蛾_32mm_male_ESRI_1,Microlepidoptera,Crambidae,Patania costalis
2846,Microlepidoptera|Crambidae,Male,Patania deficiens 二斑扇野蛾螟_22mm_male_ESRI_1,Microlepidoptera,Crambidae,Patania deficiens
2847,Microlepidoptera|Crambidae|Patania mundalis,Male,Patania mundalis 窗斑扇野螟_34mm_male_ESRI_1,Microlepidoptera,Crambidae,Patania mundalis
2848,Macroheterocera|Geometridae|Geometrinae|Pelagodes antiquadraria,Female,Pelagodes antiquadraria_female_Xingbaiyang_11-XI-2019_CHWang_001_1,Macroheterocera,Geometridae,Pelagodes antiquadraria
2849,Macroheterocera|Geometridae|Geometrinae|Pelagodes antiquadraria,Female,Pelagodes antiquadrarius_female_Yulao_13-VII-2015_APCheng_003_1_800,Macroheterocera,Geometridae,Pelagodes antiquadraria
2850,Macroheterocera|Geometridae|Geometrinae|Pelagodes antiquadraria,Male,Pelagodes antiquadrarius_male_Yulao_13-VII-2015_APCheng_002_1_800,Macroheterocera,Geometridae,Pelagodes antiquadraria
2851,Macroheterocera|Geometridae|Geometrinae|Pelagodes antiquadraria,Male,Pelagodes antiquadrarius_male__Meifeng_20-VII-2015_22_1_1_800px,Macroheterocera,Geometridae,Pelagodes antiquadraria
2852,Macroheterocera|Geometridae|Geometrinae|Pelagodes semengok,Male,"Pelagodes semengok Holloway, 1996_male_HexingExpForestArea_420_15-XI-2018_PCChen&MCLi_38_dissected",Macroheterocera,Geometridae,Pelagodes semengok
2853,Macroheterocera|Geometridae|Geometrinae|Pelagodes semengok,Male,Pelagodes semengok_male_TFRI_017_1,Macroheterocera,Geometridae,Pelagodes semengok
2854,Macroheterocera|Geometridae|Geometrinae|Pelagodes subquadraria,Female,Pelagodes subquadraria_female_SWUBR2020-017-1,Macroheterocera,Geometridae,Pelagodes subquadraria
2855,Macroheterocera|Euteliidae|Penicillaria simplex,Male,Penicillaria simplex_male_MOH,Macroheterocera,Euteliidae,Penicillaria simplex
2856,Macroheterocera|Geometridae|Larentiinae|Pennithera subcomis,Male,Pennithera subcomis_male_800px,Macroheterocera,Geometridae,Pennithera subcomis
2857,Macroheterocera|Geometridae|Larentiinae|Pennithera subcomis,Male,Pennithera subcomis_male_Guanyuan_11-I-2013_08.jpeg_800px,Macroheterocera,Geometridae,Pennithera subcomis
2858,Macroheterocera|Sphingidae|Pentateucha inouei,Male,Pentateucha inouei_male_YuinshanFarm_19-I-2019_CHMa_06,Macroheterocera,Sphingidae,Pentateucha inouei
2859,Macroheterocera|Geometridae|Ennominae|Peratophyga grata stuningi,Female,Peratophyga grata stuningi_female_Tatajia_CB859)_03_800,Macroheterocera,Geometridae,Peratophyga grata stuningi
2860,Macroheterocera|Geometridae|Ennominae|Peratophyga grata stuningi,Male,Peratophyga grata stuningi_male_Tatajia_CB859)_01_800,Macroheterocera,Geometridae,Peratophyga grata stuningi
2861,Macroheterocera|Erebidae|Hypeninae|Perciana marmorea,Male,Perciana marmorea_male_36mm,Macroheterocera,Erebidae,Perciana marmorea
2862,Macroheterocera|Geometridae|Ennominae|Percnia longitermen,Male,Percnia longitermen_male_FBG_10-IV-2015_SWu&WCChang_34_1_1_2400,Macroheterocera,Geometridae,Percnia longitermen
2863,Macroheterocera|Geometridae|Ennominae|Percnia luridaria nominoneura,Male,Percnia luridaria nominoneura_male_Fushan_11-IV-2015_SWu&MOwada_002_1_800,Macroheterocera,Geometridae,Percnia luridaria nominoneura
2864,Macroheterocera|Sphingidae|Pergesa acteus,Male,Pergesa acteus_male_TFRI,Macroheterocera,Sphingidae,Pergesa acteus
2865,Macroheterocera|Erebidae|Erebinae|Pericyma cruegeri,Male,Pericyma cruegeri_male_Anken_29-XI-2012_SWu&WCChang_01_800,Macroheterocera,Erebidae,Pericyma cruegeri
2866,Macroheterocera|Notodontidae|Peridea graeseri tayal,Male,Peridea graseri tayal_Guanwu_17-VI-2015_SWu&MOwada_006_1_800,Macroheterocera,Notodontidae,Peridea graeseri tayal
2867,Macroheterocera|Noctuidae|Noctuinae|Peridroma saucia,Male,Peridroma saucia_male_46mm_800px,Macroheterocera,Noctuidae,Peridroma saucia
2868,Macroheterocera|Noctuidae|Noctuinae|Peridroma saucia,Male,Peridroma saucia_male_ShueishanTrailOpening_23-I-2019_YSJang_11_ed,Macroheterocera,Noctuidae,Peridroma saucia
2869,Macroheterocera|Notodontidae|Periergos antennae,Female,Periergos antennae_female_Nanheng_FUCM_2018loan_05 -1,Macroheterocera,Notodontidae,Periergos antennae
2870,Macroheterocera|Erebidae|Lymantriinae|Perina nuda,Male,Perina nuda_Hudi_23-I-2020_SWu035_1,Macroheterocera,Erebidae,Perina nuda
2871,Macroheterocera|Erebidae|Lymantriinae|Perina nuda,Male,Perina nuda_male_Duoliang_11-XII-2015_SFHuang&LTHsieh_03_1,Macroheterocera,Erebidae,Perina nuda
2872,Macroheterocera|Erebidae|Taxocampinae|Perinaenia mingchyrica,Female,"Perinaenia mingchyrica Babics & Ronkay, 2011_female_Cien_SWu&WCChang_11_800",Macroheterocera,Erebidae,Perinaenia mingchyrica
2873,Macroheterocera|Geometridae|Sterrhinae|Perixera sarawackaria,Female,"Perixara sawrawackarius (Guenee, 1857)_Daluenway_(15-V-2012)_LEYang-01",Macroheterocera,Geometridae,Perixera sarawackaria
2874,Macroheterocera|Geometridae|Sterrhinae|Perixera absconditaria absconditaria,Female,Perixera absconditaria_female_34mm,Macroheterocera,Geometridae,Perixera absconditaria absconditaria
2875,Macroheterocera|Geometridae|Sterrhinae|Perixera decretaria,Male,Perixera decretaria_male_Fushan_26-XI-2017_SWu&MOwada_TFRI195944,Macroheterocera,Geometridae,Perixera decretaria
2876,Macroheterocera|Geometridae|Sterrhinae|Perixera decretaria,Male,Perixera decretaria_male_Shanping_2-VII-2014_16,Macroheterocera,Geometridae,Perixera decretaria
2877,Macroheterocera|Notodontidae|Phalera angustipennis,Male,Phalera angustipennis_male_Xiawenguong_12-VI-2016_APCheng_02,Macroheterocera,Notodontidae,Phalera angustipennis
2878,Macroheterocera|Notodontidae|Phalera flavescens flavescens,Male,Phalera flavescens flavescens_Cilan_4-V-2018_SWu_TFRI_02_800,Macroheterocera,Notodontidae,Phalera flavescens flavescens
2879,Macroheterocera|Notodontidae|Phalera huangtiao boashingchangi,Male,Phalera huangtiao boashingchangi_male_Longshanyen_12-VIII-2015_APCheng_04_1_1_800px,Macroheterocera,Notodontidae,Phalera huangtiao boashingchangi
2880,Macroheterocera|Notodontidae|Phalera obscura,Female,Phalera obscura_female_Cilan_4-V-2018_SWu_TFRI_01_800,Macroheterocera,Notodontidae,Phalera obscura
2881,Macroheterocera|Notodontidae|Phalera obscura,Female,Phalera obscura_female_Fushan_22-V-2012_SWu&WCChang_1,Macroheterocera,Notodontidae,Phalera obscura
2882,Macroheterocera|Notodontidae|Phalerodonta manleyi formosana,Male,Phalerodonta manleyi formosana__male_MSE1750_19-XI-2015_SWu_01,Macroheterocera,Notodontidae,Phalerodonta manleyi formosana
2883,Macroheterocera|Uraniidae|Phazaca alikangensis,Male,Phazaca alikangensis_male_161009_073_1,Macroheterocera,Uraniidae,Phazaca alikangensis
2884,Macroheterocera|Uraniidae|Phazaca kosemponicola,Female,Phazaca kosemponicola_female_SWUBR2018-016_1800,Macroheterocera,Uraniidae,Phazaca kosemponicola
2885,Macroheterocera|Uraniidae|Phazaca theclata,Male,Phazaca theclatus 亞非圓翅雙尾蛾_ESF_9977-82 combine,Macroheterocera,Uraniidae,Phazaca theclata
2886,Macroheterocera|Notodontidae|Fentonia macroparabolica,Male,Phetonia baibarana_male_Biluxi_1-VII-2015_SSLu_11_1,Macroheterocera,Notodontidae,Fentonia macroparabolica
2887,Macroheterocera|Geometridae|Winter_geometrid|Phigalia owadai,Male,Phigalia owadai_male_800px,Macroheterocera,Geometridae,Phigalia owadai
2888,Macroheterocera|Geometridae|Winter_geometrid|Phigalia owadai,Male,Phigalia owadai_male_Xicun_9-II-2019_CHMa_10_ed_2,Macroheterocera,Geometridae,Phigalia owadai
2889,Macroheterocera|Geometridae|Winter_geometrid|Phigalia verecundaria,Male,Phigalia verecundaria_male_41mm_800px,Macroheterocera,Geometridae,Phigalia verecundaria
2890,Macroheterocera|Geometridae|Winter_geometrid|Phigaliohybernia fulvinfula,Male,Phigaliohybernia fulvinfula_male_800px,Macroheterocera,Geometridae,Phigaliohybernia fulvinfula
2891,Macroheterocera|Noctuidae|Xyleninae|Phlogophora albovittata,Male,Phlogophora albovittata_male_800px,Macroheterocera,Noctuidae,Phlogophora albovittata
2892,Macroheterocera|Noctuidae|Xyleninae|Phlogophora albovittata,Male,Phlogophora albovittata_male_Hexing_22-II-2019_PCChen&MCLi_06,Macroheterocera,Noctuidae,Phlogophora albovittata
2893,Macroheterocera|Noctuidae|Xyleninae|Phlogophora clava,Female,"Phlogophora clava (Wileman, 1912)_female_800",Macroheterocera,Noctuidae,Phlogophora clava
2894,Macroheterocera|Noctuidae|Xyleninae|Phlogophora clava,Male,"Phlogophora clava (Wileman, 1912)_male_NSMT2015_073",Macroheterocera,Noctuidae,Phlogophora clava
2895,Macroheterocera|Noctuidae|Xyleninae|Phlogophora conservuloides,Male,Phlogophora conservuloides_male_800px,Macroheterocera,Noctuidae,Phlogophora conservuloides
2896,Macroheterocera|Geometridae|Larentiinae|Photoscotosia insularis,Female,Photoscotosia insularis_female_Guanyuan_11-I-2013_05.jpeg_800px,Macroheterocera,Geometridae,Photoscotosia insularis
2897,Macroheterocera|Geometridae|Larentiinae|Photoscotosia insularis,Female,Photoscotosia insularis_female_Guanyuan_11-I-2013_06,Macroheterocera,Geometridae,Photoscotosia insularis
2898,Macroheterocera|Geometridae|Larentiinae|Photoscotosia insularis,Male,Photoscotosia insularis_male_Guanyuan_11-I-2013_04.jpeg_800px,Macroheterocera,Geometridae,Photoscotosia insularis
2899,Macroheterocera|Geometridae|Larentiinae|Photoscotosia miniosata,Female,Photoscotosia miniosata_female_Guanwu_17-VI-2015_SWu&MOwada_118_800,Macroheterocera,Geometridae,Photoscotosia miniosata
2900,Macroheterocera|Geometridae|Larentiinae|Photoscotosia miniosata,Female,Photoscotosia miniosata_female_NSMT2015_157_1_800,Macroheterocera,Geometridae,Photoscotosia miniosata
2901,Macroheterocera|Geometridae|Larentiinae|Photoscotosia miniosata,Male,Photoscotosia miniosata_male_Guanwu_17-VI-2015_SWu&MOwada_117_800,Macroheterocera,Geometridae,Photoscotosia miniosata
2902,Microlepidoptera|Limacodidae|Phrixolepia inouei,Male,Phrixolepia inouei_male_Meifeng_20-VII-2015_66_1_1_800px,Microlepidoptera,Limacodidae,Phrixolepia inouei
2903,Macroheterocera|Geometridae|Larentiinae|Phthonoloba viridifasciata,Female,Phthonoloba viridifasciata_female_PCCU_11-V-2013_PSChun.jpeg_800px,Macroheterocera,Geometridae,Phthonoloba viridifasciata
2904,Macroheterocera|Notodontidae|Phycidopsis albovittata,Male,Phycidopsis albovittata_20-II-2014_YBFan_1,Macroheterocera,Notodontidae,Phycidopsis albovittata
2905,Macroheterocera|Erebidae|Calpinae|Phyllodes eyndhovii,Male,"Phyllodes eyndhovii Vollenhoven, 1858_male_Donghe_16-VI-2013_02_800",Macroheterocera,Erebidae,Phyllodes eyndhovii
