No.,,label,Family,ID_20210210,ID(ima),Note_2021,Note,Sex,leg,Altitude,Date,,https://docs.google.com/spreadsheets/d/1RHkhHfEt1v9-deuz8HKdCWCuM4Mm_BVllWvMIyoT8iw/edit#gid=698436074,Species,Sex,Dw(g),NOTE,N_W_length,N_B_length,疊,籤,檔案日期,影像問題,Note_Chiou_Specimen,Note_thermal,Hot,Cold,Before.jpg,Temp_min_bf,Temp_max_bf,Temp_avg_bf,After.jpg,Temp_min,Temp_max,Temp_avg,點測,,,,
CARS1339,3390,,Erebidae,CA_RSERE60,,,,,,1374,30-VII-2019,,,,,0.00486,,8.29,8.53,,,,,,,,,,,,,,,,,,,,,
CARS1338,3389,,Erebidae,CA_RSERE110,,,,,,1374,30-VII-2019,,,,,0.00389,,7.44,7.82,,,,,,,,,,,,,,,,,,,,,
CARS1337,3388,,Tortricidae,CA_RSTOR02,,,,,,1374,30-VII-2019,,,,,0.00337,,8.51,9.09,,,,,,,,,,,,,,,,,,,,,
CARS1336,3387,,Erebidae,CA_RSERE60,,,,,,1374,30-VII-2019,,,,,0.00409,,9.13,8.24,,,,,,,,,,,,,,,,,,,,,
CARS1335,3386,,Erebidae,CA_RSERE60,,,,,,1374,30-VII-2019,,,,,0.00583,,9.66,8.94,,,,,,,,,,,,,,,,,,,,,
CARS1334,3385,,Erebidae,CA_RSARC48,,,,,,1374,30-VII-2019,,,,,0.00767,,10.62,8.24,,,,,,,,,,,,,,,,,,,,,
CARS1333,3384,,Erebidae,CA_RSARC47,,,,,,1374,30-VII-2019,,,,,0.00319,,8.71,6.35,,,,,,,,,,,,,,,,,,,,,
CARS1332,3383,,Erebidae,CA_RSHER14,,,,,,1374,30-VII-2019,,,,,0.0048,,12.51,11.36,,,,,,,,,,,,,,,,,,,,,
CARS1331,3382,,Erebidae,CA_RSERE60,,,,,,1374,29-VII-2019,,,,,0.00477,,9.39,8.93,,,,,,,,,,,,,,,,,,,,,
CARS1330,3381,,Erebidae,CA_LIT53,,,,,,1374,,,,,,0.00527,,9.31,8.8,,,,,,,,,,,,,,,,,,,,,
CARS1329,3380,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00316,,9.36,10.79,,,,,,,,,,,,,,,,,,,,,
CARS1328,3379,,Pyralidae,CA_RSPYR33,,,,,,1374,,,,,,0.00366,,8.41,9.28,,,,,,,,,,,,,,,,,,,,,
CARS1327,3378,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00333,,9.33,10.8,,,,,,,,,,,,,,,,,,,,,
CARS1326,3377,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00532,,9.1,9.84,,,,,,,,,,,,,,,,,,,,,
CARS1325,3376,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00188,,8.65,8.8,,,,,,,,,,,,,,,,,,,,,
CARS1324,3375,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.0033,,8.67,10.57,,,,,,,,,,,,,,,,,,,,,
CARS1323,3374,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00355,,8.94,10.02,,,,,,,,,,,,,,,,,,,,,
CARS1322,3373,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00477,,9.35,10.51,,,,,,,,,,,,,,,,,,,,,
CARS1321,3372,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.0064,,9.53,10.63,,,,,,,,,,,,,,,,,,,,,
CARS1320,3371,,Crambidae,CA_CRA123,,,,,,1374,,,,,,0.00738,,12.19,13.39,,,,,,,,,,,,,,,,,,,,,
CARS1319,3370,,Pyralidae,CA_RSPYR22,,,,,,1374,,,,,,0.00369,,9.51,8.75,,,,,,,,,,,,,,,,,,,,,
CARS1318,3369,,Crambidae,CA_RSCRA221,,,,,,1374,,,,,,0.00521,,12.07,11.43,,,,,,,,,,,,,,,,,,,,,
CARS1317,3368,,Pyralidae,CA_RSPYR52,,,,,,1374,,,,,,0.0037,,7.88,8.59,,,,,,,,,,,,,,,,,,,,,
CARS1316,3367,,Pyralidae,CA_RSPYR22,,,,,,1374,,,,,,0.00306,,8.16,8.2,,,,,,,,,,,,,,,,,,,,,
CARS1315,3366,,Pyralidae,CA_RSPYR28,,,,,,1374,,,,,,0.00519,,9.73,11.01,,,,,,,,,,,,,,,,,,,,,
CARS1313,3365,,Crambidae,CA_CRA71,,,,,,1374,,,,,,0.00276,,8.9,8.26,,,,,,,,,,,,,,,,,,,,,
CARS1312,3364,,Crambidae,CA_RSCRA144,,,,,,1374,,,,,,0.00215,,8.74,8.77,,,,,,,,,,,,,,,,,,,,,
CARS1311,3363,,Crambidae,CA_RSCRA60,,,,,,1374,,,,,,0.00631,,10.66,11.5,,,,,,,,,,,,,,,,,,,,,
CARS1310,3362,,Crambidae,CA_CRA36,,,,,,1374,,,,,,0.00702,,13.68,13.96,,,,,,,,,,,,,,,,,,,,,
CARS1309,3361,,Crambidae,CA_RSCRA52,,,,,,1374,,,,,,0.00856,,12.15,12.07,,,,,,,,,,,,,,,,,,,,,
CARS1308,3360,,Crambidae,CA_RSCRA157,,,,,,1374,,,,,,0.0126,,13.77,12.35,,,,,,,,,,,,,,,,,,,,,
CARS1307,3359,,Crambidae,CA_RSCRA237,,,,,,1374,,,,,,0.00703,,12.64,12.99,,,,,,,,,,,,,,,,,,,,,
CARS1306,3358,,Pyralidae,CA_PYR40,,,,,,1374,,,,,,0.00535,,10.22,10.22,,,,,,,,,,,,,,,,,,,,,
CARS1305,3357,,Geometridae,CA_RSGEO115,,,,,,1374,,,,,,0.00419,,15.96,12.81,,,,,,,,,,,,,,,,,,,,,
CARS1304,3356,,Geometridae,CA_GEO20,,,,,,1374,30-VII-2019,,,,,0.01866,,18.38,16.39,,,,,,,,,,,,,,,,,,,,,
CARS1303,3355,,Uraniidae,CA_RSURA01,,,,,,1374,30-VII-2019,,,,,0.00282,Left wing,9.17,7.36,,,,,,,,,,,,,,,,,,,,,
CARS1302,3354,,Geometridae,CA_GEO106,,,,,,1374,30-VII-2019,,,,,0.01506,,13.82,10.51,,,,,,,,,,,,,,,,,,,,,
CARS1301,3353,,Erebidae,CA_RSERE82,,,,,,1374,30-VII-2019,,,,,0.00486,,9.99,8.17,,,,,,,,,,,,,,,,,,,,,
CARS1300,3352,,Geometridae,CA_RSGEO26,,,,,,1374,30-VII-2019,,,,,0.01194,,16.19,12.27,,,,,,,,,,,,,,,,,,,,,
CARS1299,3351,,Geometridae,CA_GEO124,,,,,,1374,30-VII-2019,,,,,0.0088,,15.19,12.15,,,,,,,,,,,,,,,,,,,,,
CARS1298,3350,,Geometridae,CA_GEO124,,,,,,1374,30-VII-2019,,,,,0.00981,,14.06,11.9,,,,,,,,,,,,,,,,,,,,,
CARS1297,3349,,Geometridae,CA_CRA124,,,,,,1374,30-VII-2019,,,,,0.02587,,18.79,13.1,,,,,,,,,,,,,,,,,,,,,
CARS1296,3348,,,,,,,,,1374,31-VII-2019,,,,,0.02192,,12.72,15.18,,,,,,,,,,,,,,,,,,,,,
CARS1295,3347,,Erebidae,CA_RSERE55,,,,,,1374,31-VII-2019,,,,,0.04841,,23.02,22.05,,,,,,,,,,,,,,,,,,,,,
CARS1294,3346,,Erebidae,CA_LIT42,,,,,,1374,31-VII-2019,,,,,0.01412,,13.69,12.96,,,,,,,,,,,,,,,,,,,,,
CARS1293,3345,,Erebidae,CA_LIT42,,,,,,1374,31-VII-2019,,,,,0.01956,,12.04,12.01,,,,,,,,,,,,,,,,,,,,,
CARS1292,3344,,Erebidae,CA_LIT42,,,,,,1374,31-VII-2019,,,,,0.01271,,12.94,12.05,,,,,,,,,,,,,,,,,,,,,
CARS1291,3343,,Erebidae,CA_LIT42,,,,,,1374,31-VII-2019,,,,,0.01579,,13.15,12.1,,,,,,,,,,,,,,,,,,,,,
CARS1290,3342,,Erebidae,CA_LIT42,,,,,,1374,31-VII-2019,,,,,0.01515,,12.67,12.22,,,,,,,,,,,,,,,,,,,,,
CARS1289,3341,,Erebidae,CA_LIT42,,,,,,1374,31-VII-2019,,,,,0.01348,,12.79,11.09,,,,,,,,,,,,,,,,,,,,,
CARS1288,3340,,Erebidae,CA_LIT42,,,,,,1374,29-VII-2019,,,,,0.0122,,13.18,12.46,,,,,,,,,,,,,,,,,,,,,
CARS1287,3339,,Erebidae,CA_LIT42,,,,,,1374,31-VII-2019,,,,,0.01332,,13.21,12.66,,,,,,,,,,,,,,,,,,,,,
CARS1286,3338,,Erebidae,CA_LIT42,,,,,,1374,31-VII-2019,,,,,0.01133,,12.99,12.3,,,,,,,,,,,,,,,,,,,,,
CARS1285,3337,,Erebidae,CA_LIT42,,,,,,1374,31-VII-2019,,,,,0.01423,,12.74,12.51,,,,,,,,,,,,,,,,,,,,,
CARS1284,3336,,Erebidae,CA_LIT42,,,,,,1374,31-VII-2019,,,,,0.01255,,13.12,11.38,,,,,,,,,,,,,,,,,,,,,
CARS1283,3335,,Erebidae,CA_LIT42,,,,,,1374,31-VII-2019,,,,,0.0123,,12.72,11.05,,,,,,,,,,,,,,,,,,,,,
CARS1282,3334,,Erebidae,CA_LIT08-2,,,,,,1374,31-VII-2019,,,,,0.01237,,12.94,12.17,,,,,,,,,,,,,,,,,,,,,
CARS1281,3333,,,,,,,,,1374,31-VII-2019,,,,,0.00558,,11.66,8.9,,,,,,,,,,,,,,,,,,,,,
CARS1280,3332,,Erebidae,CA_RSERE62,,,,,,1374,,,,,,0.0034,,7.89,8.64,,,,,,,,,,,,,,,,,,,,,
CARS1279,3331,,,,,,,,,1374,31-VII-2019,,,,,0.00537,,8.92,7.78,,,,,,,,,,,,,,,,,,,,,
CARS1278,3330,,Erebidae,CA_RSERE60,,,,,,1374,,,,,,0.00314,,8.71,8.81,,,,,,,,,,,,,,,,,,,,,
CARS1277,3329,,Erebidae,CA_RSERE60,,,,,,1374,,,,,,0.00464,,8.32,8.77,,,,,,,,,,,,,,,,,,,,,
CARS1276,3328,,Erebidae,CA_LIT06,,,,,,1374,31-VII-2019,,,,,0.01714,,13.32,10.9,,,,,,,,,,,,,,,,,,,,,
CARS1275,3327,,Erebidae,CA_RSERE60,,,,,,1374,,,,,,0.0041,,8.98,8.25,,,,,,,,,,,,,,,,,,,,,
CARS1274,3326,,Noctuidae,CA_NOC275,,,,,,1374,31-VII-2019,,,,,0.04683,,12.46,13.03,,,,,,,,,,,,,,,,,,,,,
CARS1273,3325,,Nolidae,CA_RSNOL46,,,,,,1374,,,,,,0.00454,Left wing,8.42,9.03,,,,,,,,,,,,,,,,,,,,,
CARS1272,3324,,Nolidae,CA_RSNOL36,,,,,,1374,,,,,,0.00241,,6.15,5.72,,,,,,,,,,,,,,,,,,,,,
CARS1271,3323,,Nolidae,CA_RSNOL64,,,,,,1374,,,,,,0.00468,,8.45,8.55,,,,,,,,,,,,,,,,,,,,,
CARS1270,3322,,Erebidae,CA_RSERE60,,,,,,1374,,,,,,0.00391,,7.83,8.58,,,,,,,,,,,,,,,,,,,,,
CARS1269,3321,,Erebidae,CA_RSERE60,,,,,,1374,,,,,,0.0045,,8.26,8.32,,,,,,,,,,,,,,,,,,,,,
CARS1268,3320,,Erebidae,CA_RSERE41,,,,,,1374,,,,,,0.00523,,12.29,9.34,,,,,,,,,,,,,,,,,,,,,
CARS1267,3319,,,,,,,,,1374,31-VII-2019,,,,,0.0188,Left wing,11.66,8.05,,,,,,,,,,,,,,,,,,,,,
CARS1266,3318,,Erebidae,CA_RSERE84,,,,,,1374,,,,,,0.00325,,10,8.25,,,,,,,,,,,,,,,,,,,,,
CARS1265,3317,,,,,,,,,1374,31-VII-2019,,,,,0.02481,,14.76,15.3,,,,,,,,,,,,,,,,,,,,,
CARS1264,3316,,Erebidae,CA_LYM-Euproctis-02,,,,,,1374,31-VII-2019,,,,,0.01918,,14.17,13.36,,,,,,,,,,,,,,,,,,,,,
CARS1263,3315,,,,,,,,,1374,31-VII-2019,,,,,0.02437,,10.5,9.99,,,,,,,,,,,,,,,,,,,,,
CARS1262,3314,,Erebidae,CA_RSERE60,,,,,,1374,,,,,,0.00607,,12.86,9.99,,,,,,,,,,,,,,,,,,,,,
CARS1261,,,,,,,,,,,,,,,,,,12.25,11.07,,,,,,,,,,,,,,,,,,,,,
CARS1260,3313,,Noctuidae,CA_NOC18,,,,,,1374,31-VII-2019,,,,,0.02662,,14.03,14.08,,,,,,,,,,,,,,,,,,,,,
CARS1259,3312,,Erebidae,CA_RSERE91,,,,,,1374,,,,,,0.00309,Left wing,7.44,5.87,,,,,,,,,,,,,,,,,,,,,
CARS1258,3311,,Nolidae,CA_RSNOL17,,,,,,1374,31-VII-2019,,,,,0.03287,,14.28,13.13,,,,,,,,,,,,,,,,,,,,,
CARS1257,3310,,Erebidae,CA_ERE36,,,,,,1374,31-VII-2019,,,,,0.04142,Left wing,21.66,20.67,,,,,,,,,,,,,,,,,,,,,
CARS1256,3309,,Erebidae,CA_RSERE36,,,,,,1374,31-VII-2019,,,,,0.04248,,19.35,20.78,,,,,,,,,,,,,,,,,,,,,
CARS1255,3308,,Erebidae,CA_RSHER36,,,,,,1374,31-VII-2019,,,,,0.01334,,11.26,8.52,,,,,,,,,,,,,,,,,,,,,
CARS1254,3307,,Erebidae,CA_RSERE05,,,,,,1374,31-VII-2019,,,,,0.00816,,18.42,17.38,,,,,,,,,,,,,,,,,,,,,
CARS1253,3306,,,,,,,,,1374,31-VII-2019,,,,,0.01414,,11.45,14.43,,,,,,,,,,,,,,,,,,,,,
CARS1252,3305,,Noctuidae,CA_NOC18,,,,,,1374,31-VII-2019,,,,,0.03623,,13.08,10.75,,,,,,,,,,,,,,,,,,,,,
CARS1251,3304,,Erebidae,CA_AMATA01,,,,,,1374,31-VII-2019,,,,,0.01283,,10.83,11.05,,,,,,,,,,,,,,,,,,,,,
CARS1250,3303,,Erebidae,CA_LIT38,,,,,,1374,,,,,,0.00449,,9.05,7.63,,,,,,,,,,,,,,,,,,,,,
CARS1249,3302,,Erebidae,CA_ERE36,,,,,,1374,31-VII-2019,,,,,0.04032,,22.93,21.17,,,,,,,,,,,,,,,,,,,,,
CARS1248,3301,,Erebidae,CA_ARC01,,,,,,1374,31-VII-2019,,,,,0.06826,,14.34,9.66,,,,,,,,,,,,,,,,,,,,,
CARS1247,3300,,Erebidae,CA_LIT06,,,,,,1374,31-VII-2019,,,,,0.0186,,9.41,7.43,,,,,,,,,,,,,,,,,,,,,
CARS1246,3299,,Erebidae,CA_LIT06,,,,,,1374,31-VII-2019,,,,,0.01645,,10.25,7.68,,,,,,,,,,,,,,,,,,,,,
CARS1245,3298,,Erebidae,CA_LYM16-2,,,,,,1374,31-VII-2019,,,,,0.02451,,9.45,9.02,,,,,,,,,,,,,,,,,,,,,
CARS1244,3297,,Erebidae,CA_RSERE05,,,,,,1374,31-VII-2019,,,,,0.07389,,19.58,17.51,,,,,,,,,,,,,,,,,,,,,
CARS1243,3296,,Erebidae,CA_RSARC01,,,,,,1374,31-VII-2019,,,,,0.02513,,22.95,16.23,,,,,,,,,,,,,,,,,,,,,
CARS1242,3295,,Erebidae,CA_LIT41,,,,,,1374,31-VII-2019,,,,,0.03116,,17.99,17.46,,,,,,,,,,,,,,,,,,,,,
CARS1241,3294,,Erebidae,CA_RSERE01,,,,,,1374,31-VII-2019,,,,,0.12513,,11.89,12.09,,,,,,,,,,,,,,,,,,,,,
CARS1240,3293,,Noctuidae,CA_RSNOC11,,,,,,1374,31-VII-2019,,,,,0.13468,,17.27,11.4,,,,,,,,,,,,,,,,,,,,,
CARS1239,3292,,Erebidae,CA_LYM10,,,,,,1374,31-VII-2019,,,,,0.12539,,15.32,10.38,,,,,,,,,,,,,,,,,,,,,
CARS1238,3291,,Erebidae,CA_LIT01,,,,,,1374,31-VII-2019,,,,,0.08708,,16.86,11.18,,,,,,,,,,,,,,,,,,,,,
CARS1237,,,,,,,,,,,,,,,,,,16.86,11.18,,,,,,,,,,,,,,,,,,,,,
CARS1236,3290,,Crambidae,CA_RSCRA58,,,,,,1374,,,,,,0.00613,,8.88,10.73,,,,,,,,,,,,,,,,,,,,,
CARS1235,3289,,Pyralidae,CA_RSPYR22,,,,,,1374,,,,,,0.0043,,16.61,13.58,,,,,,,,,,,,,,,,,,,,,
CARS1234,,,,,,,,,,,,,,,,,,11.88,13.29,,,,,,,,,,,,,,,,,,,,,
CARS1233,3288,,Crambidae,CA_CRA26,,,,,,1374,,,,,,0.023,,16.18,13.02,,,,,,,,,,,,,,,,,,,,,
CARS1232,3287,,Crambidae,CA_CRA26,,,,,,1374,,,,,,0.01188,,16.38,13.52,,,,,,,,,,,,,,,,,,,,,
CARS1231,3286,,Crambidae,CA_RSCRA57,,,,,,1374,,,,,,0.00654,,13.72,14.46,,,,,,,,,,,,,,,,,,,,,
CARS1230,3285,,Crambidae,CA_CRA02,,,,,,1374,,,,,,0.01696,,14.15,16.54,,,,,,,,,,,,,,,,,,,,,
CARS1229,3284,,Crambidae,CA_CRA02,,,,,,1374,,,,,,0.02287,,13.62,13.74,,,,,,,,,,,,,,,,,,,,,
CARS1228,3283,,Crambidae,CA_RSCRA10,,,,,,1374,,,,,,0.00661,,12.83,14.79,,,,,,,,,,,,,,,,,,,,,
CARS1227,3282,,Crambidae,CA_CRA79,,,,,,1374,,,,,,0.00531,,9.09,9.26,,,,,,,,,,,,,,,,,,,,,
CARS1226,3281,,Pyralidae,CA_RSPYR22,,,,,,1374,,,,,,0.00425,,8.45,9.61,,,,,,,,,,,,,,,,,,,,,
CARS1225,3280,,Crambidae,CA_CRA51,,,,,,1374,,,,,,0.00746,,13.48,14.37,,,,,,,,,,,,,,,,,,,,,
CARS1224,3279,,Crambidae,CA_RSCRA145,,,,,,1374,,,,,,0.00573,,11.08,11.41,,,,,,,,,,,,,,,,,,,,,
CARS1223,3278,,Pyralidae,CA_RSPYR26,,,,,,1374,,,,,,0.00281,,8.04,7.61,,,,,,,,,,,,,,,,,,,,,
CARS1222,3277,,Crambidae,CA_RSCRA153,,,,,,1374,,,,,,0.01021,,9.65,9.51,,,,,,,,,,,,,,,,,,,,,
CARS1221,3276,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,-0.00403,,9.41,10.7,,,,,,,,,,,,,,,,,,,,,
CARS1220,3275,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,-0.00331,,9.35,11.1,,,,,,,,,,,,,,,,,,,,,
CARS1219,3274,,Crambidae,CA_RSCRA152,,,,,,1374,,,,,,0.00488,,8.34,9.15,,,,,,,,,,,,,,,,,,,,,
CARS1218,3273,,Crambidae,CA_RSCRA151,,,,,,1374,,,,,,0.00462,,9.19,9.83,,,,,,,,,,,,,,,,,,,,,
CARS1217,3272,,Erebidae,CA_HER16-2,,,,,,1374,,,,,,0.01436,,11.15,11.51,,,,,,,,,,,,,,,,,,,,,
CARS1216,3271,,Crambidae,CA_CRA25,,,,,,1374,,,,,,0.04178,,17.54,17.32,,,,,,,,,,,,,,,,,,,,,
CARS1215,3270,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00396,,7.27,8.21,,,,,,,,,,,,,,,,,,,,,
CARS1214,3269,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.01231,Abdomen missing,8.48,,,,,,,,,,,,,,,,,,,,,,
CARS1213,3268,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00415,,9.18,10.2,,,,,,,,,,,,,,,,,,,,,
CARS1212,3267,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00378,,8.26,9.25,,,,,,,,,,,,,,,,,,,,,
CARS1211,3266,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00313,left wing,8.65,10.34,,,,,,,,,,,,,,,,,,,,,
CARS1210,3265,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00417,,9.42,11.53,,,,,,,,,,,,,,,,,,,,,
CARS1209,3264,,Pyralidae,CA_RSPYR25,,,,,,1374,,,,,,0.01771,,10.06,9.88,,,,,,,,,,,,,,,,,,,,,
CARS1208,3263,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00444,,8.64,10.92,,,,,,,,,,,,,,,,,,,,,
CARS1207,3262,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00424,,9.2,9.82,,,,,,,,,,,,,,,,,,,,,
CARS1206,3261,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00484,,9.18,10.03,,,,,,,,,,,,,,,,,,,,,
CARS1205,3260,,Pyralidae,CA_PYR38,,,,,,1374,,,,,,0.01035,,9.47,8.56,,,,,,,,,,,,,,,,,,,,,
CARS1204,3259,,Crambidae,CA_CRA123,,,,,,1066,,,,,,0.01043,,12.94,11.91,,,,,,,,,,,,,,,,,,,,,
CARS1203,3258,,Geometridae,CA_RSGEO128,,,,,,1374,,,,,,0.00259,,7.17,6.15,,,,,,,,,,,,,,,,,,,,,
CARS1202,,,,,,,,,,,,,,,,,,17.82,15.65,,,,,,,,,,,,,,,,,,,,,
CARS1201,,,,,,,,,,,,,,,,,,16.21,12.45,,,,,,,,,,,,,,,,,,,,,
CARS1200,,,,,,,,,,,,,,,,,,16.83,12.73,,,,,,,,,,,,,,,,,,,,,
CARS1199,3257,,Geometridae,CA_RSGEO48,,,,,,1374,31-VII-2019,,,,,0.00764,,14.12,10.52,,,,,,,,,,,,,,,,,,,,,
CARS1198,3256,,Geometridae,CA_GEO55,,,,,,1374,31-VII-2019,,,,,0.05799,,21.11,17.26,,,,,,,,,,,,,,,,,,,,,
CARS1197,3255,,Geometridae,CA_GEO134-2,,,,,,1374,31-VII-2019,,,,,0.02419,,20.13,15.13,,,,,,,,,,,,,,,,,,,,,
CARS1196,3254,,Geometridae,CA_GEO-Zythos-1,,,,,,1374,31-VII-2019,,,,,0.02556,,22.16,16.7,,,,,,,,,,,,,,,,,,,,,
CARS1195,3253,,Geometridae,CA_RSGEO22,,,,,,1374,31-VII-2019,,,,,0.07468,,17.01,16.49,,,,,,,,,,,,,,,,,,,,,
CARS1194,3252,,Geometridae,CA_GEO134-2,,,,,,1374,31-VII-2019,,,,,0.02742,,19.53,16.59,,,,,,,,,,,,,,,,,,,,,
CARS1193,3251,,Geometridae,CA_GEO85-2,,,,,,1374,31-VII-2019,,,,,0.01987,Left wing,15.23,14.39,,,,,,,,,,,,,,,,,,,,,
CARS1192,3250,,Geometridae,CA_RSGEO93,,,,,,1374,31-VII-2019,,,,,0.01796,,18.91,14.66,,,,,,,,,,,,,,,,,,,,,
CARS1191,3249,,Geometridae,CA_GEO76,,,,,,1374,31-VII-2019,,,,,0.02586,,15.36,13.69,,,,,,,,,,,,,,,,,,,,,
CARS1190,3248,,Geometridae,CA_GEO80,,,,,,1374,31-VII-2019,,,,,0.02342,,18.21,13.4,,,,,,,,,,,,,,,,,,,,,
CARS1189,3247,,Crambidae,CA_CRA02,,,,,,1802,,,,,,0.02323,,14.41,14.39,,,,,,,,,,,,,,,,,,,,,
CARS1188,3246,,Pyralidae,CA_PYR01,,,,,,1802,,,,,,0.00282,,8.9,7.73,,,,,,,,,,,,,,,,,,,,,
CARS1187,3245,,Pyralidae,CA_PYR01,,,,,,1802,,,,,,0.00342,,10.05,8.75,,,,,,,,,,,,,,,,,,,,,
CARS1186,3244,,Pyralidae,CA_PYR01,,,,,,1802,,,,,,0.00229,,9.2,8.85,,,,,,,,,,,,,,,,,,,,,
CARS1185,3243,,Pyralidae,CA_PYR01,,,,,,1802,,,,,,0.00294,Left wing,8.84,8.17,,,,,,,,,,,,,,,,,,,,,
CARS1184,3242,,Pyralidae,CA_PYR01,,,,,,1802,,,,,,0.00213,Abdomen missing,8.18,,,,,,,,,,,,,,,,,,,,,,
CARS1183,3241,,Pyralidae,CA_PYR01,,,,,,1802,,,,,,0.00284,,9.03,7.77,,,,,,,,,,,,,,,,,,,,,
CARS1176,3240,,Crambidae,CA_CRA01,,,,,,1802,,,,,,-0.00737,,6.45,5.04,,,,,,,,,,,,,,,,,,,,,
CARS1175,3239,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00266,,7.64,7.92,,,,,,,,,,,,,,,,,,,,,
CARS1174,3238,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00416,,8.29,7.09,,,,,,,,,,,,,,,,,,,,,
CARS1173,3237,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00137,,6.45,5.03,,,,,,,,,,,,,,,,,,,,,
CARS1172,3236,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00339,,7.66,6.54,,,,,,,,,,,,,,,,,,,,,
CARS1171,3235,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00303,,7.44,8.14,,,,,,,,,,,,,,,,,,,,,
CARS1170,3234,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00359,,8.05,7.89,,,,,,,,,,,,,,,,,,,,,
CARS1169,3233,,Erebidae,CA_RSHER36,,,,,,1802,,,,,,0.00791,,12.68,10.6,,,,,,,,,,,,,,,,,,,,,
CARS1168,3232,,Pyralidae,CA_RSPYR24,,,,,,1802,,,,,,0.00642,,9.86,8.5,,,,,,,,,,,,,,,,,,,,,
CARS1167,3231,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00138,"Abdomen missing, Left wing",8.23,,,,,,,,,,,,,,,,,,,,,,
CARS1166,3230,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.0046,,7.87,8.05,,,,,,,,,,,,,,,,,,,,,
CARS1165,3229,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00212,,7.5,5.99,,,,,,,,,,,,,,,,,,,,,
CARS1164,3228,,Crambidae,CA_RSCRA150,,,,,,1802,,,,,,0.00299,,8.66,7.12,,,,,,,,,,,,,,,,,,,,,
CARS1163,3227,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00258,,7.94,7.71,,,,,,,,,,,,,,,,,,,,,
CARS1162,3226,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00268,,7.39,5.91,,,,,,,,,,,,,,,,,,,,,
CARS1161,3225,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00255,,7.12,7.23,,,,,,,,,,,,,,,,,,,,,
CARS1160,3224,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00233,,21.68,18.79,,,,,,,,,,,,,,,,,,,,,
CARS1159,3223,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00308,,21.14,19.39,,,,,,,,,,,,,,,,,,,,,
CARS1158,3222,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00138,,21.46,19.65,,,,,,,,,,,,,,,,,,,,,
CARS1157,3221,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00281,,7.95,7.89,,,,,,,,,,,,,,,,,,,,,
CARS1156,3220,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00387,,20.59,18.01,,,,,,,,,,,,,,,,,,,,,
CARS1155,3219,,Pyralidae,CA_RSPYR21,,,,,,1802,,,,,,0.00289,,7.86,7.99,,,,,,,,,,,,,,,,,,,,,
CARS1154,3218,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00273,,20.66,20.56,,,,,,,,,,,,,,,,,,,,,
CARS1153,3217,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00252,,22.81,15.41,,,,,,,,,,,,,,,,,,,,,
CARS1152,3216,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.01322,,17.84,19.14,,,,,,,,,,,,,,,,,,,,,
CARS1151,3215,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.00222,,7.45,6.67,,,,,,,,,,,,,,,,,,,,,
CARS1150,3214,,Crambidae,CA_CRA01,,,,,,1802,,,,,,0.0022,,16.22,14.23,,,,,,,,,,,,,,,,,,,,,
